id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
15585,33,technician,married,professional.course,no,no,yes,cellular,jul,fri,414,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
17224,54,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,261,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
20919,36,admin.,single,university.degree,no,yes,no,cellular,aug,thu,1217,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
39705,58,management,married,university.degree,no,yes,no,cellular,may,thu,342,2,999,0,nonexistent,-1.8,93.876,-40.0,0.692,5008.7,1
176,46,management,married,basic.9y,no,no,no,telephone,may,mon,128,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
20336,54,blue-collar,married,professional.course,unknown,yes,yes,cellular,aug,tue,226,6,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
19049,47,management,married,university.degree,no,no,no,cellular,aug,tue,175,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
4911,58,technician,married,professional.course,unknown,no,no,telephone,may,wed,113,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
7152,51,management,married,university.degree,no,yes,no,telephone,may,thu,410,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
34020,23,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,52,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
20994,58,technician,married,high.school,no,yes,yes,telephone,aug,thu,64,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
34887,53,services,married,university.degree,no,no,no,cellular,may,fri,136,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
2694,58,housemaid,married,university.degree,unknown,no,no,telephone,may,wed,162,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
27021,44,admin.,married,university.degree,no,yes,no,cellular,nov,fri,358,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0
37970,59,admin.,married,unknown,no,yes,yes,cellular,sep,mon,281,3,3,1,success,-3.4,92.379,-29.8,0.797,5017.5,1
21224,29,technician,single,high.school,no,yes,no,cellular,aug,mon,29,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
12506,38,admin.,divorced,high.school,no,yes,no,cellular,jul,mon,128,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
1538,39,services,divorced,high.school,no,yes,no,telephone,may,thu,209,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
40773,34,technician,single,university.degree,no,no,no,cellular,sep,fri,155,4,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,0
891,38,services,single,unknown,unknown,yes,no,telephone,may,wed,256,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
19427,32,admin.,single,university.degree,unknown,yes,no,cellular,aug,wed,275,9,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
4862,38,admin.,married,university.degree,no,no,no,telephone,may,wed,111,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
27938,25,admin.,married,university.degree,no,no,no,cellular,mar,fri,243,3,999,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,1
27028,41,blue-collar,single,basic.9y,unknown,yes,no,cellular,nov,fri,299,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0
39379,68,retired,divorced,basic.4y,no,yes,no,cellular,mar,tue,277,2,11,1,success,-1.8,93.369,-34.8,0.635,5008.7,1
29847,35,admin.,single,basic.9y,no,no,no,cellular,apr,mon,91,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
25925,41,admin.,married,university.degree,no,yes,yes,telephone,nov,wed,385,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
4022,33,admin.,single,high.school,unknown,yes,no,telephone,may,mon,68,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
26014,43,management,married,university.degree,no,no,no,cellular,nov,wed,382,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
25450,31,admin.,single,high.school,no,no,no,cellular,nov,wed,511,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1
14746,55,housemaid,married,basic.4y,no,no,no,cellular,jul,wed,469,7,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
21889,47,technician,married,professional.course,no,yes,no,cellular,aug,wed,185,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1560,29,blue-collar,single,basic.6y,no,no,no,telephone,may,thu,27,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
28686,32,admin.,married,university.degree,no,yes,no,cellular,apr,thu,361,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
8305,30,blue-collar,married,basic.6y,no,no,no,telephone,jun,tue,338,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
39532,30,admin.,single,university.degree,no,yes,no,cellular,apr,tue,321,1,999,0,nonexistent,-1.8,93.749,-34.6,0.646,5008.7,1
23308,37,housemaid,married,basic.4y,no,yes,no,cellular,aug,wed,130,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
31857,39,blue-collar,married,basic.6y,no,yes,yes,cellular,may,thu,195,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
25847,30,admin.,divorced,high.school,no,no,no,cellular,nov,wed,59,2,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0
37664,34,technician,married,professional.course,no,no,no,cellular,aug,tue,193,1,13,1,success,-2.9,92.201,-31.4,0.859,5076.2,1
26728,32,services,married,high.school,no,no,no,telephone,nov,thu,35,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0
27065,48,admin.,divorced,high.school,no,no,no,cellular,nov,fri,208,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0
13602,58,services,married,high.school,unknown,no,no,cellular,jul,thu,224,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
9019,32,services,single,basic.6y,no,unknown,unknown,telephone,jun,thu,131,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
4652,32,blue-collar,divorced,basic.9y,no,no,no,telephone,may,wed,129,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
12425,47,technician,married,professional.course,no,no,no,cellular,jul,mon,66,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
2411,54,services,married,unknown,no,no,no,telephone,may,tue,192,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
16049,27,blue-collar,married,basic.4y,no,yes,no,cellular,jul,tue,185,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
34276,43,blue-collar,married,basic.4y,no,no,yes,cellular,may,thu,722,2,11,1,success,-1.8,92.893,-46.2,1.266,5099.1,1
28837,31,admin.,married,high.school,no,yes,no,cellular,apr,thu,399,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
19677,31,housemaid,married,basic.4y,no,yes,no,cellular,aug,thu,248,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
18162,31,admin.,married,high.school,no,yes,no,cellular,jul,wed,106,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
13446,56,blue-collar,married,basic.4y,unknown,no,no,telephone,jul,wed,39,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
18199,30,unemployed,single,university.degree,no,yes,yes,cellular,jul,wed,266,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
3071,53,retired,divorced,professional.course,unknown,yes,yes,telephone,may,wed,104,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
32237,40,services,single,high.school,unknown,no,no,cellular,may,fri,239,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
19893,31,technician,married,professional.course,no,no,no,cellular,aug,fri,63,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
28685,29,admin.,single,high.school,no,yes,no,cellular,apr,thu,275,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
14749,37,entrepreneur,divorced,high.school,unknown,no,no,cellular,jul,wed,111,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
15095,50,blue-collar,married,unknown,unknown,no,no,cellular,jul,thu,1275,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1
11423,56,technician,married,professional.course,unknown,no,no,telephone,jun,fri,35,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
21442,31,technician,married,professional.course,no,no,no,cellular,aug,tue,51,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
27893,50,management,married,basic.9y,no,no,no,cellular,mar,wed,115,1,999,0,nonexistent,-1.8,92.843,-50.0,1.548,5099.1,1
7147,55,technician,married,professional.course,no,yes,no,telephone,may,thu,166,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
32421,29,blue-collar,single,basic.9y,unknown,no,no,cellular,may,fri,85,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
2583,34,management,married,university.degree,no,yes,no,telephone,may,tue,230,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
20240,32,admin.,married,university.degree,unknown,no,no,cellular,aug,mon,149,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
24809,35,admin.,single,high.school,no,yes,no,cellular,nov,tue,106,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0
11163,51,admin.,married,professional.course,unknown,no,no,telephone,jun,thu,169,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
27472,39,entrepreneur,married,university.degree,no,unknown,unknown,cellular,nov,fri,146,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0
7500,24,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,385,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0
6072,35,entrepreneur,married,high.school,no,no,no,telephone,may,tue,144,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
25235,36,blue-collar,single,basic.9y,no,yes,no,cellular,nov,tue,67,2,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0
27589,48,admin.,married,university.degree,no,no,no,cellular,nov,fri,66,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0
3392,41,admin.,single,unknown,no,yes,no,telephone,may,thu,103,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
13411,41,unemployed,single,high.school,no,no,no,cellular,jul,wed,197,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
4506,37,blue-collar,married,high.school,unknown,no,no,telephone,may,tue,26,14,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
6404,50,admin.,married,university.degree,no,no,yes,telephone,may,tue,20,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
36231,46,admin.,divorced,university.degree,no,yes,no,cellular,jun,mon,110,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,0
821,31,admin.,single,university.degree,no,no,no,telephone,may,wed,992,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1
18137,25,services,single,basic.9y,no,no,yes,cellular,jul,wed,444,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
14055,41,admin.,single,university.degree,no,no,no,cellular,jul,fri,1180,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
28245,44,services,divorced,high.school,no,no,no,cellular,apr,tue,265,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0
32367,22,student,single,high.school,no,no,no,cellular,may,fri,87,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
33324,27,services,married,high.school,no,no,yes,cellular,may,tue,416,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
24998,50,entrepreneur,married,basic.9y,no,yes,no,cellular,nov,tue,100,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0
20582,32,technician,married,professional.course,unknown,yes,no,cellular,aug,tue,796,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1
40481,52,management,married,university.degree,no,yes,no,cellular,aug,thu,175,3,1,3,success,-1.7,94.027,-38.3,0.899,4991.6,1
30634,31,services,married,high.school,unknown,no,no,telephone,may,mon,211,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
12522,56,retired,married,basic.4y,unknown,no,no,cellular,jul,mon,121,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
31583,39,entrepreneur,married,unknown,no,yes,yes,cellular,may,thu,85,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
23077,50,blue-collar,married,professional.course,no,yes,yes,cellular,aug,tue,14,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
28927,31,admin.,married,high.school,no,no,no,cellular,apr,fri,238,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
35510,37,technician,married,high.school,no,no,no,cellular,may,mon,161,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
15352,35,admin.,single,university.degree,no,yes,no,cellular,jul,fri,199,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
34077,34,self-employed,single,university.degree,no,no,no,cellular,may,wed,340,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
2985,38,blue-collar,married,professional.course,no,yes,no,telephone,may,wed,162,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
27679,46,entrepreneur,single,professional.course,no,yes,no,telephone,nov,thu,8,1,999,0,nonexistent,-0.1,93.2,-42.0,3.879,5195.8,0
21146,30,admin.,married,university.degree,unknown,yes,yes,cellular,aug,mon,84,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
11936,32,admin.,single,university.degree,no,yes,no,telephone,jun,mon,85,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
16394,24,services,single,basic.9y,no,no,no,cellular,jul,wed,105,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
12657,31,technician,married,high.school,no,no,no,cellular,jul,mon,75,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
9180,55,services,married,high.school,unknown,yes,no,telephone,jun,fri,315,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
8425,36,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,tue,113,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
12186,57,retired,divorced,university.degree,no,no,no,telephone,jul,tue,156,2,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,0
4695,54,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,783,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1
6749,29,services,married,basic.9y,no,yes,no,telephone,may,wed,94,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
16599,34,technician,single,professional.course,no,yes,no,cellular,jul,wed,100,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
22440,39,housemaid,married,professional.course,no,no,no,cellular,aug,fri,158,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
31553,45,admin.,married,high.school,no,yes,no,cellular,may,thu,155,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
25160,36,management,married,university.degree,no,yes,no,telephone,nov,tue,155,4,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0
1414,37,blue-collar,married,basic.4y,no,yes,no,telephone,may,thu,151,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
21308,47,admin.,married,university.degree,no,no,no,cellular,aug,mon,384,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1
12865,47,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue,199,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
33479,48,blue-collar,married,basic.9y,no,no,yes,cellular,may,tue,276,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
1380,48,admin.,married,high.school,unknown,no,no,telephone,may,thu,314,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
33412,44,unemployed,married,high.school,no,yes,no,cellular,may,tue,215,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
16606,33,entrepreneur,married,basic.9y,no,yes,yes,telephone,jul,wed,85,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
38727,79,retired,married,basic.4y,no,yes,no,cellular,nov,tue,594,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,1
9767,35,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,579,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
41010,24,blue-collar,single,high.school,no,no,no,cellular,oct,thu,1032,1,3,1,success,-1.1,94.601,-49.5,1.025,4963.6,1
10246,52,technician,divorced,university.degree,no,no,no,telephone,jun,mon,184,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
36414,24,unknown,single,university.degree,no,yes,yes,cellular,jun,tue,134,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1
31959,31,entrepreneur,single,basic.9y,unknown,no,no,cellular,may,thu,300,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
27348,31,admin.,single,high.school,no,yes,yes,cellular,nov,fri,50,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0
31144,35,technician,married,professional.course,no,yes,no,cellular,may,wed,54,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0
7179,37,technician,single,university.degree,no,yes,no,telephone,may,thu,199,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
11881,33,admin.,single,high.school,no,yes,yes,telephone,jun,fri,15,26,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
40566,24,student,single,unknown,no,yes,no,cellular,sep,wed,191,2,999,3,failure,-1.1,94.199,-37.5,0.886,4963.6,0
25136,48,blue-collar,married,basic.4y,unknown,yes,no,cellular,nov,tue,84,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0
35771,23,admin.,single,high.school,no,no,no,cellular,may,mon,16,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
20059,32,management,married,university.degree,no,yes,no,cellular,aug,mon,73,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
33960,31,admin.,single,high.school,no,no,no,cellular,may,wed,299,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
28463,34,admin.,single,university.degree,no,yes,no,cellular,apr,tue,145,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0
2133,57,retired,single,high.school,no,unknown,unknown,telephone,may,mon,1266,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
9005,46,management,married,basic.6y,unknown,no,no,telephone,jun,thu,90,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
16692,28,admin.,married,high.school,no,no,no,cellular,jul,wed,419,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
30155,31,admin.,single,university.degree,no,no,no,cellular,apr,thu,353,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
21143,45,services,married,basic.6y,no,yes,yes,cellular,aug,mon,157,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
14002,35,blue-collar,single,basic.9y,no,yes,no,cellular,jul,fri,324,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
35360,23,blue-collar,single,basic.4y,no,yes,no,cellular,may,fri,28,8,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
31459,36,entrepreneur,married,university.degree,no,yes,no,cellular,may,wed,239,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
6337,39,management,married,university.degree,no,no,no,telephone,may,tue,15,10,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
6130,31,admin.,married,high.school,no,yes,no,telephone,may,tue,246,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
32305,41,blue-collar,single,basic.6y,unknown,yes,no,cellular,may,fri,261,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
22251,50,admin.,married,basic.9y,unknown,yes,no,cellular,aug,thu,122,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
16647,38,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,530,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
29304,30,student,single,professional.course,no,no,yes,cellular,apr,fri,170,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
12108,40,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,mon,93,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0
13597,42,admin.,single,university.degree,no,yes,no,cellular,jul,thu,324,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
4924,38,admin.,married,high.school,no,no,no,telephone,may,wed,153,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
11047,28,management,married,university.degree,no,no,no,telephone,jun,wed,771,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,1
7107,42,admin.,married,university.degree,no,no,no,telephone,may,thu,129,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
2783,51,unemployed,married,professional.course,no,no,no,telephone,may,wed,122,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
12975,49,management,married,university.degree,unknown,no,yes,cellular,jul,tue,606,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
38547,55,retired,married,basic.4y,no,yes,no,cellular,oct,thu,139,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,1
12744,32,services,married,high.school,no,no,no,cellular,jul,tue,220,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1820,44,blue-collar,single,basic.6y,unknown,yes,no,telephone,may,fri,665,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,1
20628,59,retired,married,university.degree,no,no,yes,cellular,aug,wed,295,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1279,38,entrepreneur,married,basic.6y,no,no,no,telephone,may,thu,229,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
15084,49,admin.,single,university.degree,no,yes,no,telephone,jul,thu,167,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
25789,54,management,divorced,university.degree,no,yes,no,cellular,nov,wed,150,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0
8139,44,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,154,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
17731,54,management,married,university.degree,no,no,yes,cellular,jul,tue,218,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
7406,26,technician,married,basic.6y,no,yes,no,telephone,may,fri,138,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0
24186,51,blue-collar,married,high.school,no,yes,no,cellular,nov,mon,69,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
12791,43,admin.,married,university.degree,no,yes,yes,telephone,jul,tue,377,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1394,36,self-employed,single,basic.6y,no,no,no,telephone,may,thu,180,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
21879,50,blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,93,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
7225,53,services,married,high.school,unknown,no,no,telephone,may,thu,113,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3888,28,blue-collar,married,basic.9y,no,no,yes,telephone,may,fri,1064,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1
40478,71,admin.,married,basic.4y,no,yes,no,cellular,aug,thu,192,1,999,2,failure,-1.7,94.027,-38.3,0.899,4991.6,0
39294,33,technician,single,professional.course,no,yes,no,telephone,mar,tue,244,2,999,0,nonexistent,-1.8,93.369,-34.8,0.646,5008.7,0
29384,29,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,660,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
23000,47,unknown,married,unknown,unknown,yes,no,cellular,aug,tue,104,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
37111,30,student,single,university.degree,no,no,no,cellular,jul,tue,109,3,999,0,nonexistent,-2.9,92.469,-33.6,0.908,5076.2,0
26385,50,self-employed,divorced,university.degree,no,no,no,cellular,nov,thu,59,4,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0
15611,25,services,single,high.school,no,yes,no,cellular,jul,mon,75,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
16217,31,admin.,single,university.degree,no,yes,no,cellular,jul,tue,82,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
12813,36,technician,single,unknown,no,yes,no,cellular,jul,tue,1046,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
38776,29,admin.,single,university.degree,no,no,no,cellular,nov,thu,134,2,9,2,failure,-3.4,92.649,-30.1,0.714,5017.5,1
31172,38,blue-collar,single,basic.6y,unknown,no,yes,cellular,may,wed,42,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0
2313,53,technician,married,professional.course,unknown,yes,no,telephone,may,tue,383,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
653,50,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,507,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
38912,27,management,single,professional.course,no,yes,no,cellular,nov,tue,325,1,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,1
25354,32,blue-collar,married,basic.6y,no,yes,no,cellular,nov,tue,203,3,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0
5244,37,blue-collar,single,unknown,no,no,no,telephone,may,fri,122,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
27870,24,admin.,single,high.school,no,no,yes,cellular,mar,thu,181,1,999,0,nonexistent,-1.8,92.843,-50.0,1.584,5099.1,0
31149,35,services,married,high.school,unknown,no,no,cellular,may,wed,257,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0
6981,44,admin.,married,university.degree,no,yes,no,telephone,may,thu,413,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
2588,46,housemaid,married,basic.4y,no,no,no,telephone,may,tue,86,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
6860,40,technician,married,professional.course,no,no,yes,telephone,may,wed,51,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
29758,39,management,single,university.degree,no,yes,no,cellular,apr,mon,48,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
22539,34,technician,divorced,professional.course,no,no,no,telephone,aug,fri,336,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
39394,32,management,married,university.degree,no,yes,no,telephone,mar,wed,30,1,999,0,nonexistent,-1.8,93.369,-34.8,0.634,5008.7,0
21679,43,technician,married,high.school,no,yes,no,cellular,aug,tue,88,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
